words@vrsh1992f	@vrsh1992f	32.376	32.633	большое
words@vrsh1992f	@vrsh1992f	32.633	32.899	пошел
words@vrsh1992f	@vrsh1992f	32.899	33.046	мне
words@vrsh1992f	@vrsh1992f	33.046	33.581	навстречу
words@vrsh1992f	@vrsh1992f	33.581	33.879	/
words@vrsh1992f	@vrsh1992f	33.879	34.194	/
words@vrsh1992f	@vrsh1992f	34.299	34.465	и
words@vrsh1992f	@vrsh1992f	34.465	34.79	там
words@vrsh1992f	@vrsh1992f	34.79	35.426	действительно
words@vrsh1992f	@vrsh1992f	35.426	35.62	был
words@vrsh1992f	@vrsh1992f	35.62	35.908	такой
words@vrsh1992f	@vrsh1992f	35.908	36.44	момент
words@vrsh1992f	@vrsh1992f	36.44	36.551	/
words@vrsh1992f	@vrsh1992f	36.551	36.591	у
words@vrsh1992f	@vrsh1992f	36.591	36.908	меня
words@vrsh1992f	@vrsh1992f	36.908	37.073	/
words@vrsh1992f	@vrsh1992f	37.073	37.379	короче
words@vrsh1992f	@vrsh1992f	37.379	37.497	в
words@vrsh1992f	@vrsh1992f	37.497	37.854	театре
words@vrsh1992f	@vrsh1992f	37.854	38.004	не
words@vrsh1992f	@vrsh1992f	38.004	38.219	было
words@vrsh1992f	@vrsh1992f	38.219	38.497	главной
words@vrsh1992f	@vrsh1992f	38.497	38.834	роли
words@vrsh1992f	@vrsh1992f	38.834	39.046	/
words@vrsh1992f	@vrsh1992f	39.046	39.204	за
words@vrsh1992f	@vrsh1992f	39.204	39.534	все
words@vrsh1992f	@vrsh1992f	39.534	40.0	/
words@vrsh1992f	@vrsh1992f	40.0	40.339	восемь
words@vrsh1992f	@vrsh1992f	40.339	40.568	лет
